230400 鹤岗市 230400 鹤岗市 230000 黑龙江省
230500 双鸭山市 230500 双鸭山市 230000 黑龙江省
230600 大庆市 230600 大庆市 230000 黑龙江省
230700 伊春市 230700 伊春市 230000 黑龙江省
230800 佳木斯市 230800 佳木斯市 230000 黑龙江省
230900 七台河市 230900 七台河市 230000 黑龙江省
231000 牡丹江市 231000 牡丹江市 230000 黑龙江省
231100 黑河市 231100 黑河市 230000 黑龙江省
231200 绥化市 231200 绥化市 230000 黑龙江省
232700 大兴安岭地区 232700 大兴安岭地区 230000 黑龙江省
310000 上海市 310000 上海市 310000 上海市
320100 南京市 320100 南京市 320000 江苏省
320200 无锡市 320200 无锡市 320000 江苏省
320300 徐州市 320300 徐州市 320000 江苏省
320400 常州市 320400 常州市 320000 江苏省
320500 苏州市 320500 苏州市 320000 江苏省
320600 南通市 320600 南通市 320000 江苏省
320700 连云港市 320700 连云港市 320000 江苏省
320800 淮安市 320800 淮安市 320000 江苏省
320900 盐城市 320900 盐城市 320000 江苏省
321000 扬州市 321000 扬州市 320000 江苏省
321100 镇江市 321100 镇江市 320000 江苏省
321200 泰州市 321200 泰州市 320000 江苏省
321300 宿迁市 321300 宿迁市 320000 江苏省
330100 杭州市 330100 杭州市 330000 浙江省
330200 宁波市 330200 宁波市 330000 浙江省
330300 温州市 330300 温州市 330000 浙江省
330400 嘉兴市 330400 嘉兴市 330000 浙江省
330500 湖州市 330500 湖州市 330000 浙江省
330600 绍兴市 330600 绍兴市 330000 浙江省
330700 金华市 330700 金华市 330000 浙江省
330800 衢州市 330800 衢州市 330000 浙江省
330900 舟山市 330900 舟山市 330000 浙江省
331000 台州市 331000 台州市 330000 浙江省
331100 丽水市 331100 丽水市 330000 浙江省
340100 合肥市 340100 合肥市 340000 安徽省
340200 芜湖市 340200 芜湖市 340000 安徽省
340300 蚌埠市 340300 蚌埠市 340000 安徽省
340400 淮南市 340400 淮南市 340000 安徽省
340500 马鞍山市 340500 马鞍山市 340000 安徽省
340600 淮北市 340600 淮北市 340000 安徽省
340700 铜陵市 340700 铜陵市 340000 安徽省
340800 安庆市 340800 安庆市 340000 安徽省
341000 黄山市 341000 黄山市 340000 安徽省
341100 滁州市 341100 滁州市 340000 安徽省
341200 阜阳市 341200 阜阳市 340000 安徽省
341300 宿州市 341300 宿州市 340000 安徽省
341500 六安市 341500 六安市 340000 安徽省
341600 亳州市 341600 亳州市 340000 安徽省
341700 池州市 341700 池州市 340000 安徽省
341800 宣城市 341800 宣城市 340000 安徽省
350100 福州市 350100 福州市 350000 福建省
350200 厦门市 350200 厦门市 350000 福建省
350300 莆田市 350300 莆田市 350000 福建省
350400 三明市 350400 三明市 350000 福建省
350500 泉州市 350500 泉州市 350000 福建省
350600 漳州市 350600 漳州市 350000 福建省
350700 南平市 350700 南平市 350000 福建省
350800 龙岩市 350800 龙岩市 350000 福建省
350900 宁德市 350900 宁德市 350000 福建省
360100 南昌市 360100 南昌市 360000 江西省
360200 景德镇市 360200 景德镇市 360000 江西省
360300 萍乡市 360300 萍乡市 360000 江西省
360400 九江市 360400 九江市 360000 江西省
360500 新余市 360500 新余市 360000 江西省
360600 鹰潭市 360600 鹰潭市 360000 江西省
360700 赣州市 360700 赣州市 360000 江西省
360800 吉安市 360800 吉安市 360000 江西省
360900 宜春市 360900 宜春市 360000 江西省
361000 抚州市 361000 抚州市 360000 江西省
361100 上饶市 361100 上饶市 360000 江西省
370100 济南市 370100 济南市 370000 山东省
370200 青岛市 370200 青岛市 370000 山东省
370300 淄博市 370300 淄博市 370000 山东省
370400 枣庄市 370400 枣庄市 370000 山东省
370500 东营市 370500 东营市 370000 山东省
370600 烟台市 370600 烟台市 370000 山东省
370700 潍坊市 370700 潍坊市 370000 山东省
370800 济宁市 370800 济宁市 370000 山东省
370900 泰安市 370900 泰安市 370000 山东省
371000 威海市 371000 威海市 370000 山东省
371100 日照市 371100 日照市 370000 山东省
371200 莱芜市 371200 莱芜市 370000 山东省
371300 临沂市 371300 临沂市 370000 山东省
371400 德州市 371400 德州市 370000 山东省
371500 聊城市 371500 聊城市 370000 山东省
371600 滨州市 371600 滨州市 370000 山东省
371700 菏泽市 371700 菏泽市 370000 山东省
410100 郑州市 410100 郑州市 410000 河南省
410200 开封市 410200 开封市 410000 河南省
410300 洛阳市 410300 洛阳市 410000 河南省
410400 平顶山市 410400 平顶山市 410000 河南省
410500 安阳市 410500 安阳市 410000 河南省
410600 鹤壁市 410600 鹤壁市 410000 河南省
410700 新乡市 410700 新乡市 410000 河南省
410800 焦作市 410800 焦作市 410000 河南省
410900 濮阳市 410900 濮阳市 410000 河南省
411000 许昌市 411000 许昌市 410000 河南省
411100 漯河市 411100 漯河市 410000 河南省
411200 三门峡市 411200 三门峡市 410000 河南省
411300 南阳市 411300 南阳市 410000 河南省
411400 商丘市 411400 商丘市 410000 河南省
411500 信阳市 411500 信阳市 410000 河南省
411600 周口市 411600 周口市 410000 河南省
411700 驻马店市 411700 驻马店市 410000 河南省
420100 武汉市 420100 武汉市 420000 湖北省
420200 黄石市 420200 黄石市 420000 湖北省
420300 十堰市 420300 十堰市 420000 湖北省
420500 宜昌市 420500 宜昌市 420000 湖北省
420600 襄阳市 420600 襄阳市 420000 湖北省
420700 鄂州市 420700 鄂州市 420000 湖北省
420800 荆门市 420800 荆门市 420000 湖北省
420900 孝感市 420900 孝感市 420000 湖北省
421000 荆州市 421000 荆州市 420000 湖北省
421100 黄冈市 421100 黄冈市 420000 湖北省
421200 咸宁市 421200 咸宁市 420000 湖北省
421300 随州市 421300 随州市 420000 湖北省
422800 恩施土家族苗族自治州 422800 恩施土家族苗族自治州 420000 湖北省
430100 长沙市 430100 长沙市 430000 湖南省
430200 株洲市 430200 株洲市 430000 湖南省
430300 湘潭市 430300 湘潭市 430000 湖南省
430400 衡阳市 430400 衡阳市 430000 湖南省
430500 邵阳市 430500 邵阳市 430000 湖南省
430600 岳阳市 430600 岳阳市 430000 湖南省
430700 常德市 430700 常德市 430000 湖南省
430800 张家界市 430800 张家界市 430000 湖南省
430900 益阳市 430900 益阳市 430000 湖南省
431000 郴州市 431000 郴州市 430000 湖南省
431100 永州市 431100 永州市 430000 湖南省
431200 怀化市 431200 怀化市 430000 湖南省
431300 娄底市 431300 娄底市 430000 湖南省
433100 湘西土家族苗族自治州 433100 湘西土家族苗族自治州 430000 湖南省
440100 广州市 440100 广州市 440000 广东省
440200 韶关市 440200 韶关市 440000 广东省
440300 深圳市 440300 深圳市 440000 广东省
440400 珠海市 440400 珠海市 440000 广东省
440500 汕头市 440500 汕头市 440000 广东省
440600 佛山市 440600 佛山市 440000 广东省
440700 江门市 440700 江门市 440000 广东省
440800 湛江市 440800 湛江市 440000 广东省
440900 茂名市 440900 茂名市 440000 广东省
441200 肇庆市 441200 肇庆市 440000 广东省
441300 惠州市 441300 惠州市 440000 广东省
441400 梅州市 441400 梅州市 440000 广东省
441500 汕尾市 441500 汕尾市 440000 广东省
441600 河源市 441600 河源市 440000 广东省
441700 阳江市 441700 阳江市 440000 广东省
441800 清远市 441800 清远市 440000 广东省
441900 东莞市 441900 东莞市 440000 广东省
442000 中山市 442000 中山市 440000 广东省
445100 潮州市 445100 潮州市 440000 广东省
445200 揭阳市 445200 揭阳市 440000 广东省
445300 云浮市 445300 云浮市 440000 广东省
450100 南宁市 450100 南宁市 450000 广西壮族自治区
450200 柳州市 450200 柳州市 450000 广西壮族自治区
450300 桂林市 450300 桂林市 450000 广西壮族自治区
450400 梧州市 450400 梧州市 450000 广西壮族自治区
450500 北海市 450500 北海市 450000 广西壮族自治区
450600 防城港市 450600 防城港市 450000 广西壮族自治区
450700 钦州市 450700 钦州市 450000 广西壮族自治区
450800 贵港市 450800 贵港市 450000 广西壮族自治区
450900 玉林市 450900 玉林市 450000 广西壮族自治区
451000 百色市 451000 百色市 450000 广西壮族自治区
451100 贺州市 451100 贺州市 450000 广西壮族自治区
451200 河池市 451200 河池市 450000 广西壮族自治区
451300 来宾市 451300 来宾市 450000 广西壮族自治区
451400 崇左市 451400 崇左市 450000 广西壮族自治区
460100 海口市 460100 海口市 460000 海南省
460200 三亚市 460200 三亚市 460000 海南省
500000 重庆市 500000 重庆市 500000 重庆市
510100 成都市 510100 成都市 510000 四川省
510300 自贡市 510300 自贡市 510000 四川省
510400 攀枝花市 510400 攀枝花市 510000 四川省
510500 泸州市 510500 泸州市 510000 四川省
510600 德阳市 510600 德阳市 510000 四川省
510700 绵阳市 510700 绵阳市 510000 四川省
510800 广元市 510800 广元市 510000 四川省
510900 遂宁市 510900 遂宁市 510000 四川省
511000 内江市 511000 内江市 510000 四川省
511100 乐山市 511100 乐山市 510000 四川省
511300 南充市 511300 南充市 510000 四川省
511400 眉山市 511400 眉山市 510000 四川省
511500 宜宾市 511500 宜宾市 510000 四川省
511600 广安市 511600 广安市 510000 四川省
511700 达州市 511700 达州市 510000 四川省
511800 雅安市 511800 雅安市 510000 四川省
511900 巴中市 511900 巴中市 510000 四川省
512000 资阳市 512000 资阳市 510000 四川省
513200 阿坝藏族羌族自治州 513200 阿坝藏族羌族自治州 510000 四川省
513300 甘孜藏族自治州 513300 甘孜藏族自治州 510000 四川省
513400 凉山彝族自治州 513400 凉山彝族自治州 510000 四川省
520100 贵阳市 520100 贵阳市 520000 贵州省
520200 六盘水市 520200 六盘水市 520000 贵州省
520300 遵义市 520300 遵义市 520000 贵州省
520400 安顺市 520400 安顺市 520000 贵州省
520500 毕节市 520500 毕节市 520000 贵州省
520600 铜仁市 520600 铜仁市 520000 贵州省
522300 黔西南布依族苗族自治州 522300 黔西南布依族苗族自治州 520000 贵州省
522600 黔东南苗族侗族自治州 522600 黔东南苗族侗族自治州 520000 贵州省
522700 黔南布依族苗族自治州 522700 黔南布依族苗族自治州 520000 贵州省
530100 昆明市 530100 昆明市 530000 云南省
530300 曲靖市 530300 曲靖市 530000 云南省
530400 玉溪市 530400 玉溪市 530000 云南省
530500 保山市 530500 保山市 530000 云南省
530600 昭通市 530600 昭通市 530000 云南省
530700 丽江市 530700 丽江市 530000 云南省
530800 普洱市 530800 普洱市 530000 云南省
530900 临沧市 530900 临沧市 530000 云南省
532300 楚雄彝族自治州 532300 楚雄彝族自治州 530000 云南省
532500 红河哈尼族彝族自治州 532500 红河哈尼族彝族自治州 530000 云南省
532600 文山壮族苗族自治州 532600 文山壮族苗族自治州 530000 云南省
532800 西双版纳傣族自治州 532800 西双版纳傣族自治州 530000 云南省
532900 大理白族自治州 532900 大理白族自治州 530000 云南省
533100 德宏傣族景颇族自治州 533100 德宏傣族景颇族自治州 530000 云南省
533300 怒江傈僳族自治州 533300 怒江傈僳族自治州 530000 云南省
533400 迪庆藏族自治州 533400 迪庆藏族自治州 530000 云南省
540100 拉萨市 540100 拉萨市 540000 西藏自治区
542400 那曲地区 542400 那曲地区 540000 西藏自治区
542600 林芝地区 542600 林芝地区 540000 西藏自治区
610100 西安市 610100 西安市 610000 陕西省
610200 铜川市 610200 铜川市 610000 陕西省
610300 宝鸡市 610300 宝鸡市 610000 陕西省
610400 咸阳市 610400 咸阳市 610000 陕西省
610500 渭南市 610500 渭南市 610000 陕西省
610600 延安市 610600 延安市 610000 陕西省
610700 汉中市 610700 汉中市 610000 陕西省
610800 榆林市 610800 榆林市 610000 陕西省
610900 安康市 610900 安康市 610000 陕西省
611000 商洛市 611000 商洛市 610000 陕西省
620100 兰州市 620100 兰州市 620000 甘肃省
620200 嘉峪关市 620200 嘉峪关市 620000 甘肃省
620300 金昌市 620300 金昌市 620000 甘肃省
620400 白银市 620400 白银市 620000 甘肃省
620500 天水市 620500 天水市 620000 甘肃省
620600 武威市 620600 武威市 620000 甘肃省
620700 张掖市 620700 张掖市 620000 甘肃省
620800 平凉市 620800 平凉市 620000 甘肃省
620900 酒泉市 620900 酒泉市 620000 甘肃省
621000 庆阳市 621000 庆阳市 620000 甘肃省
621100 定西市 621100 定西市 620000 甘肃省
621200 陇南市 621200 陇南市 620000 甘肃省
622900 临夏回族自治州 622900 临夏回族自治州 620000 甘肃省
623000 甘南藏族自治州 623000 甘南藏族自治州 620000 甘肃省
630100 西宁市 630100 西宁市 630000 青海省
632200 海北藏族自治州 632200 海北藏族自治州 630000 青海省
632500 海南藏族自治州 632500 海南藏族自治州 630000 青海省
632800 海西蒙古族藏族自治州 632800 海西蒙古族藏族自治州 630000 青海省
640100 银川市 640100 银川市 640000 宁夏回族自治区
640200 石嘴山市 640200 石嘴山市 640000 宁夏回族自治区
640300 吴忠市 640300 吴忠市 640000 宁夏回族自治区
640400 固原市 640400 固原市 640000 宁夏回族自治区
640500 中卫市 640500 中卫市 640000 宁夏回族自治区
650100 乌鲁木齐市 650100 乌鲁木齐市 650000 新疆维吾尔自治区
650200 克拉玛依市 650200 克拉玛依市 650000 新疆维吾尔自治区
652100 吐鲁番地区 652100 吐鲁番地区 650000 新疆维吾尔自治区
652200 哈密地区 652200 哈密地区 650000 新疆维吾尔自治区
652300 昌吉回族自治州 652300 昌吉回族自治州 650000 新疆维吾尔自治区
652700 博尔塔拉蒙古自治州 652700 博尔塔拉蒙古自治州 650000 新疆维吾尔自治区
652800 巴音郭楞蒙古自治州 652800 巴音郭楞蒙古自治州 650000 新疆维吾尔自治区
652900 阿克苏地区 652900 阿克苏地区 650000 新疆维吾尔自治区
653100 喀什地区 653100 喀什地区 650000 新疆维吾尔自治区
653200 和田地区 653200 和田地区 650000 新疆维吾尔自治区
654000 伊犁哈萨克自治州 654000 伊犁哈萨克自治州 650000 新疆维吾尔自治区
654200 塔城地区 654200 塔城地区 650000 新疆维吾尔自治区
654300 阿勒泰地区 654300 阿勒泰地区 650000 新疆维吾尔自治区
